event,bout,weight_class,method,round,round_format,time,winner
UFC Fight Night: Holm vs. Correia ,Tarec Saffiedine vs. Rafael Dos Anjos,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Rafael Dos Anjos 
UFC Fight Night: Holm vs. Correia ,Takanori Gomi vs. Jon Tuck,Lightweight Bout,Submission ,1,3 Rnd (5-5-5),1:12,Jon Tuck 
UFC Fight Night: Holm vs. Correia ,Cyril Asker vs. Walt Harris,Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:44,Walt Harris 
UFC Fight Night: Holm vs. Correia ,Alex Caceres vs. Rolando Dy,Featherweight Bout,TKO - Doctor's Stoppage ,2,3 Rnd (5-5-5),5:00,Alex Caceres 
UFC Fight Night: Holm vs. Correia ,Justin Scoggins vs. Yuta Sasaki,Flyweight Bout,Submission ,2,3 Rnd (5-5-5),3:19,Yuta Sasaki 
UFC Fight Night: Holm vs. Correia ,Li Jingliang vs. Frank Camacho,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Li Jingliang 
UFC Fight Night: Holm vs. Correia ,Kwan Ho Kwak vs. Russell Doane,Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:09,Russell Doane 
UFC Fight Night: Holm vs. Correia ,Naoki Inoue vs. Carls John De Tomas,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Naoki Inoue 
UFC Fight Night: Holm vs. Correia ,Ji Yeon Kim vs. Lucie Pudilova,Women's Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Lucie Pudilova 
UFC Fight Night: Lewis vs. Hunt ,Derrick Lewis vs. Mark Hunt,Heavyweight Bout,KO/TKO ,4,5 Rnd (5-5-5-5-5),3:51,Mark Hunt 
UFC Fight Night: Lewis vs. Hunt ,Derek Brunson vs. Daniel Kelly,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:16,Derek Brunson 
UFC Fight Night: Lewis vs. Hunt ,Dan Hooker vs. Ross Pearson,Lightweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:02,Dan Hooker 
UFC Fight Night: Lewis vs. Hunt ,Ion Cutelaba vs. Henrique da Silva,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:22,Ion Cutelaba 
UFC Fight Night: Lewis vs. Hunt ,Tim Elliott vs. Ben Nguyen,Flyweight Bout,Submission ,1,3 Rnd (5-5-5),0:49,Ben Nguyen 
UFC Fight Night: Lewis vs. Hunt ,Alexander Volkanovski vs. Mizuto Hirota,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Alexander Volkanovski 
UFC Fight Night: Lewis vs. Hunt ,Damien Brown vs. Vinc Pichel,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:37,Vinc Pichel 
UFC Fight Night: Lewis vs. Hunt ,Luke Jumeau vs. Dominique Steele,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Luke Jumeau 
UFC Fight Night: Lewis vs. Hunt ,John Moraga vs. Ashkan Mokhtarian,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,John Moraga 
UFC Fight Night: Lewis vs. Hunt ,Kiichi Kunimoto vs. Zak Ottow,Welterweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Zak Ottow 
UFC Fight Night: Lewis vs. Hunt ,JJ Aldrich vs. Chan-Mi Jeon,Women's Strawweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,JJ Aldrich 
UFC 212: Aldo vs. Holloway ,Jose Aldo vs. Max Holloway,UFC Featherweight Title Bout,KO/TKO ,3,5 Rnd (5-5-5-5-5),4:13,Max Holloway 
UFC 212: Aldo vs. Holloway ,Claudia Gadelha vs. Karolina Kowalkiewicz,Women's Strawweight Bout,Submission ,1,3 Rnd (5-5-5),3:03,Claudia Gadelha 
UFC 212: Aldo vs. Holloway ,Vitor Belfort vs. Nate Marquardt,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Vitor Belfort 
UFC 212: Aldo vs. Holloway ,Paulo Costa vs. Oluwale Bamgbose,Middleweight Bout,KO/TKO ,2,3 Rnd (5-5-5),1:06,Paulo Costa 
UFC 212: Aldo vs. Holloway ,Erick Silva vs. Yancy Medeiros,Welterweight Bout,KO/TKO ,2,3 Rnd (5-5-5),2:01,Yancy Medeiros 
UFC 212: Aldo vs. Holloway ,Raphael Assuncao vs. Marlon Moraes,Bantamweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Raphael Assuncao 
UFC 212: Aldo vs. Holloway ,Antonio Carlos Junior vs. Eric Spicely,Middleweight Bout,Submission ,2,3 Rnd (5-5-5),3:49,Antonio Carlos Junior 
UFC 212: Aldo vs. Holloway ,Johnny Eduardo vs. Matthew Lopez,Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:57,Matthew Lopez 
UFC 212: Aldo vs. Holloway ,Iuri Alcantara vs. Brian Kelleher,Bantamweight Bout,Submission ,1,3 Rnd (5-5-5),1:48,Brian Kelleher 
UFC 212: Aldo vs. Holloway ,Viviane Pereira vs. Jamie Moyle,Women's Strawweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Viviane Pereira 
UFC 212: Aldo vs. Holloway ,Luan Chagas vs. Jim Wallhead,Welterweight Bout,Submission ,2,3 Rnd (5-5-5),4:48,Luan Chagas 
UFC 212: Aldo vs. Holloway ,Marco Beltran vs. Deiveson Figueiredo,Flyweight Bout,KO/TKO ,2,3 Rnd (5-5-5),5:00,Deiveson Figueiredo 
UFC Fight Night: Gustafsson vs. Teixeira ,Alexander Gustafsson vs. Glover Teixeira,Light Heavyweight Bout,KO/TKO ,5,5 Rnd (5-5-5-5-5),1:07,Alexander Gustafsson 
UFC Fight Night: Gustafsson vs. Teixeira ,Volkan Oezdemir vs. Misha Cirkunov,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:28,Volkan Oezdemir 
UFC Fight Night: Gustafsson vs. Teixeira ,Peter Sobotta vs. Ben Saunders,Welterweight Bout,KO/TKO ,2,3 Rnd (5-5-5),2:29,Peter Sobotta 
UFC Fight Night: Gustafsson vs. Teixeira ,Abdul Razak Alhassan vs. Omari Akhmedov,Welterweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Omari Akhmedov 
UFC Fight Night: Gustafsson vs. Teixeira ,Oliver Enkamp vs. Nordine Taleb,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Nordine Taleb 
UFC Fight Night: Gustafsson vs. Teixeira ,Jack Hermansson vs. Alex Nicholson,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:00,Jack Hermansson 
UFC Fight Night: Gustafsson vs. Teixeira ,Pedro Munhoz vs. Damian Stasiak,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Pedro Munhoz 
UFC Fight Night: Gustafsson vs. Teixeira ,Trevor Smith vs. Chris Camozzi,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Trevor Smith 
UFC Fight Night: Gustafsson vs. Teixeira ,Reza Madadi vs. Joaquim Silva,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Joaquim Silva 
UFC Fight Night: Gustafsson vs. Teixeira ,Nicholas Musoke vs. Bojan Velickovic,Welterweight Bout,KO/TKO ,3,3 Rnd (5-5-5),4:37,Bojan Velickovic 
UFC Fight Night: Gustafsson vs. Teixeira ,Darren Till vs. Jessin Ayari,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Darren Till 
UFC Fight Night: Gustafsson vs. Teixeira ,Marcin Held vs. Damir Hadzovic,Lightweight Bout,KO/TKO ,3,3 Rnd (5-5-5),0:07,Damir Hadzovic 
UFC 211: Miocic vs. Dos Santos ,Stipe Miocic vs. Junior Dos Santos,UFC Heavyweight Title Bout,KO/TKO ,1,5 Rnd (5-5-5-5-5),2:22,Stipe Miocic 
UFC 211: Miocic vs. Dos Santos ,Joanna Jedrzejczyk vs. Jessica Andrade,UFC Women's Strawweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Joanna Jedrzejczyk 
UFC 211: Miocic vs. Dos Santos ,Demian Maia vs. Jorge Masvidal,Welterweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Demian Maia 
UFC 211: Miocic vs. Dos Santos ,Frankie Edgar vs. Yair Rodriguez,Featherweight Bout,TKO - Doctor's Stoppage ,2,3 Rnd (5-5-5),5:00,Frankie Edgar 
UFC 211: Miocic vs. Dos Santos ,Krzysztof Jotko vs. David Branch,Middleweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,David Branch 
UFC 211: Miocic vs. Dos Santos ,Eddie Alvarez vs. Dustin Poirier,Lightweight Bout,Could Not Continue ,2,3 Rnd (5-5-5),4:02,
UFC 211: Miocic vs. Dos Santos ,Chas Skelly vs. Jason Knight,Featherweight Bout,KO/TKO ,3,3 Rnd (5-5-5),0:39,Jason Knight 
UFC 211: Miocic vs. Dos Santos ,Chase Sherman vs. Rashad Coulter,Heavyweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:36,Chase Sherman 
UFC 211: Miocic vs. Dos Santos ,James Vick vs. Marco Polo Reyes,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:39,James Vick 
UFC 211: Miocic vs. Dos Santos ,Jessica Aguilar vs. Cortney Casey,Women's Strawweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Cortney Casey 
UFC 211: Miocic vs. Dos Santos ,Gabriel Benitez vs. Enrique Barzola,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Enrique Barzola 
UFC 211: Miocic vs. Dos Santos ,Joachim Christensen vs. Gadzhimurad Antigulov,Light Heavyweight Bout,Submission ,1,3 Rnd (5-5-5),2:21,Gadzhimurad Antigulov 
UFC Fight Night: Swanson vs. Lobov ,Cub Swanson vs. Artem Lobov,Featherweight Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Cub Swanson 
UFC Fight Night: Swanson vs. Lobov ,Al Iaquinta vs. Diego Sanchez,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:38,Al Iaquinta 
UFC Fight Night: Swanson vs. Lobov ,Ovince Saint Preux vs. Marcos Rogerio de Lima,Light Heavyweight Bout,Submission ,2,3 Rnd (5-5-5),2:11,Ovince Saint Preux 
UFC Fight Night: Swanson vs. Lobov ,John Dodson vs. Eddie Wineland,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,John Dodson 
UFC Fight Night: Swanson vs. Lobov ,Joe Lauzon vs. Stevie Ray,Lightweight Bout,Decision - Majority ,3,3 Rnd (5-5-5),5:00,Stevie Ray 
UFC Fight Night: Swanson vs. Lobov ,Jake Ellenberger vs. Mike Perry,Welterweight Bout,KO/TKO ,2,3 Rnd (5-5-5),1:05,Mike Perry 
UFC Fight Night: Swanson vs. Lobov ,Thales Leites vs. Sam Alvey,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Thales Leites 
UFC Fight Night: Swanson vs. Lobov ,Dustin Ortiz vs. Brandon Moreno,Flyweight Bout,Submission ,2,3 Rnd (5-5-5),4:06,Brandon Moreno 
UFC Fight Night: Swanson vs. Lobov ,Scott Holtzman vs. Michael McBride,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Scott Holtzman 
UFC Fight Night: Swanson vs. Lobov ,Jessica Penne vs. Danielle Taylor,Women's Strawweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Danielle Taylor 
UFC Fight Night: Swanson vs. Lobov ,Alexis Davis vs. Cindy Dandois,Women's Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Alexis Davis 
UFC Fight Night: Swanson vs. Lobov ,Bryan Barberena vs. Joe Proctor,Welterweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:30,Bryan Barberena 
UFC Fight Night: Swanson vs. Lobov ,Hector Sandoval vs. Matt Schnell,Flyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:24,Hector Sandoval 
UFC on FOX: Johnson vs. Reis ,Demetrious Johnson vs. Wilson Reis,UFC Flyweight Title Bout,Submission ,3,5 Rnd (5-5-5-5-5),4:49,Demetrious Johnson 
UFC on FOX: Johnson vs. Reis ,Rose Namajunas vs. Michelle Waterson-Gomez,Women's Strawweight Bout,Submission ,2,3 Rnd (5-5-5),2:47,Rose Namajunas 
UFC on FOX: Johnson vs. Reis ,Jacare Souza vs. Robert Whittaker,Middleweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:28,Robert Whittaker 
UFC on FOX: Johnson vs. Reis ,Jeremy Stephens vs. Renato Moicano,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Renato Moicano 
UFC on FOX: Johnson vs. Reis ,Alexander Volkov vs. Roy Nelson,Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Alexander Volkov 
UFC on FOX: Johnson vs. Reis ,Patrick Williams vs. Tom Duquesnoy,Bantamweight Bout,KO/TKO ,2,3 Rnd (5-5-5),0:28,Tom Duquesnoy 
UFC on FOX: Johnson vs. Reis ,King Green vs. Rashid Magomedov,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Rashid Magomedov 
UFC on FOX: Johnson vs. Reis ,Louis Smolka vs. Tim Elliott,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Tim Elliott 
UFC on FOX: Johnson vs. Reis ,Aljamain Sterling vs. Augusto Mendes,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Aljamain Sterling 
UFC on FOX: Johnson vs. Reis ,Devin Clark vs. Jake Collier,Light Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Devin Clark 
UFC on FOX: Johnson vs. Reis ,Anthony Smith vs. Andrew Sanchez,Middleweight Bout,KO/TKO ,3,3 Rnd (5-5-5),3:52,Anthony Smith 
UFC on FOX: Johnson vs. Reis ,Zak Cummings vs. Nathan Coy,Welterweight Bout,Submission ,1,3 Rnd (5-5-5),4:21,Zak Cummings 
UFC on FOX: Johnson vs. Reis ,Ashlee Evans-Smith vs. Ketlen Vieira,Women's Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Ketlen Vieira 
UFC 210: Cormier vs. Johnson 2 ,Daniel Cormier vs. Anthony Johnson,UFC Light Heavyweight Title Bout,Submission ,2,5 Rnd (5-5-5-5-5),3:37,Daniel Cormier 
UFC 210: Cormier vs. Johnson 2 ,Chris Weidman vs. Gegard Mousasi,Middleweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:13,Gegard Mousasi 
UFC 210: Cormier vs. Johnson 2 ,Cynthia Calvillo vs. Pearl Gonzalez,Women's Strawweight Bout,Submission ,3,3 Rnd (5-5-5),3:45,Cynthia Calvillo 
UFC 210: Cormier vs. Johnson 2 ,Thiago Alves vs. Patrick Cote,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Thiago Alves 
UFC 210: Cormier vs. Johnson 2 ,Will Brooks vs. Charles Oliveira,Lightweight Bout,Submission ,1,3 Rnd (5-5-5),2:30,Charles Oliveira 
UFC 210: Cormier vs. Johnson 2 ,Myles Jury vs. Mike de la Torre,Featherweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:30,Myles Jury 
UFC 210: Cormier vs. Johnson 2 ,Kamaru Usman vs. Sean Strickland,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Kamaru Usman 
UFC 210: Cormier vs. Johnson 2 ,Shane Burgos vs. Charles Rosa,Featherweight Bout,KO/TKO ,3,3 Rnd (5-5-5),1:59,Shane Burgos 
UFC 210: Cormier vs. Johnson 2 ,Patrick Cummins vs. Jan Blachowicz,Light Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Patrick Cummins 
UFC 210: Cormier vs. Johnson 2 ,Gregor Gillespie vs. Andrew Holbrook,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:21,Gregor Gillespie 
UFC 210: Cormier vs. Johnson 2 ,Josh Emmett vs. Desmond Green,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Desmond Green 
UFC 210: Cormier vs. Johnson 2 ,Katlyn Cerminara vs. Irene Aldana,Women's Bantamweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Katlyn Cerminara 
UFC 210: Cormier vs. Johnson 2 ,Jenel Lausa vs. Bibulatov Magomed,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Bibulatov Magomed 
UFC Fight Night: Manuwa vs. Anderson ,Jimi Manuwa vs. Corey Anderson,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:05,Jimi Manuwa 
UFC Fight Night: Manuwa vs. Anderson ,Gunnar Nelson vs. Alan Jouban,Welterweight Bout,Submission ,2,3 Rnd (5-5-5),0:46,Gunnar Nelson 
UFC Fight Night: Manuwa vs. Anderson ,Brad Pickett vs. Marlon Vera,Catch Weight Bout,KO/TKO ,3,3 Rnd (5-5-5),3:50,Marlon Vera 
UFC Fight Night: Manuwa vs. Anderson ,Arnold Allen vs. Makwan Amirkhani,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Arnold Allen 
UFC Fight Night: Manuwa vs. Anderson ,Joe Duffy vs. Reza Madadi,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Joe Duffy 
UFC Fight Night: Manuwa vs. Anderson ,Darren Stewart vs. Francimar Barroso,Light Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Francimar Barroso 
UFC Fight Night: Manuwa vs. Anderson ,Daniel Omielanczuk vs. Timothy Johnson,Heavyweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Timothy Johnson 
UFC Fight Night: Manuwa vs. Anderson ,Leon Edwards vs. Vicente Luque,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Leon Edwards 
UFC Fight Night: Manuwa vs. Anderson ,Marc Diakiese vs. Teemu Packalen,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:30,Marc Diakiese 
UFC Fight Night: Manuwa vs. Anderson ,Brad Scott vs. Scott Askham,Middleweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Brad Scott 
UFC Fight Night: Manuwa vs. Anderson ,Lina Lansberg vs. Lucie Pudilova,Women's Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Lina Lansberg 
UFC Fight Night: Belfort vs. Gastelum ,Vitor Belfort vs. Kelvin Gastelum,Middleweight Bout,Overturned ,1,5 Rnd (5-5-5-5-5),3:52,
UFC Fight Night: Belfort vs. Gastelum ,Mauricio Rua vs. Gian Villante,Light Heavyweight Bout,KO/TKO ,3,3 Rnd (5-5-5),0:59,Mauricio Rua 
UFC Fight Night: Belfort vs. Gastelum ,Edson Barboza vs. Beneil Dariush,Lightweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:35,Edson Barboza 
UFC Fight Night: Belfort vs. Gastelum ,Jussier Formiga vs. Ray Borg,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Ray Borg 
UFC Fight Night: Belfort vs. Gastelum ,Bethe Correia vs. Marion Reneau,Women's Bantamweight Bout,Decision - Majority ,3,3 Rnd (5-5-5),5:00,
UFC Fight Night: Belfort vs. Gastelum ,Alex Oliveira vs. Tim Means,Welterweight Bout,Submission ,2,3 Rnd (5-5-5),2:38,Alex Oliveira 
UFC Fight Night: Belfort vs. Gastelum ,Francisco Trinaldo vs. Kevin Lee,Lightweight Bout,Submission ,2,3 Rnd (5-5-5),3:12,Kevin Lee 
UFC Fight Night: Belfort vs. Gastelum ,Sergio Moraes vs. Davi Ramos,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Sergio Moraes 
UFC Fight Night: Belfort vs. Gastelum ,Rani Yahya vs. Joe Soto,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Joe Soto 
UFC Fight Night: Belfort vs. Gastelum ,Michel Prazeres vs. Joshua Burkman,Lightweight Bout,Submission ,1,3 Rnd (5-5-5),1:42,Michel Prazeres 
UFC Fight Night: Belfort vs. Gastelum ,Rony Jason vs. Jeremy Kennedy,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Jeremy Kennedy 
UFC Fight Night: Belfort vs. Gastelum ,Garreth McLellan vs. Paulo Costa,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:17,Paulo Costa 
UFC 209: Woodley vs. Thompson 2 ,Tyron Woodley vs. Stephen Thompson,UFC Welterweight Title Bout,Decision - Majority ,5,5 Rnd (5-5-5-5-5),5:00,Tyron Woodley 
UFC 209: Woodley vs. Thompson 2 ,Lando Vannata vs. David Teymur,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,David Teymur 
UFC 209: Woodley vs. Thompson 2 ,Rashad Evans vs. Daniel Kelly,Middleweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Daniel Kelly 
UFC 209: Woodley vs. Thompson 2 ,Amanda Cooper vs. Cynthia Calvillo,Women's Strawweight Bout,Submission ,1,3 Rnd (5-5-5),3:19,Cynthia Calvillo 
UFC 209: Woodley vs. Thompson 2 ,Alistair Overeem vs. Mark Hunt,Heavyweight Bout,KO/TKO ,3,3 Rnd (5-5-5),1:44,Alistair Overeem 
UFC 209: Woodley vs. Thompson 2 ,Marcin Tybura vs. Luis Henrique,Heavyweight Bout,KO/TKO ,3,3 Rnd (5-5-5),3:46,Marcin Tybura 
UFC 209: Woodley vs. Thompson 2 ,Mirsad Bektic vs. Darren Elkins,Featherweight Bout,KO/TKO ,3,3 Rnd (5-5-5),3:19,Darren Elkins 
UFC 209: Woodley vs. Thompson 2 ,Iuri Alcantara vs. Luke Sanders,Bantamweight Bout,Submission ,2,3 Rnd (5-5-5),3:13,Iuri Alcantara 
UFC 209: Woodley vs. Thompson 2 ,Mark Godbeer vs. Daniel Spitz,Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Mark Godbeer 
UFC 209: Woodley vs. Thompson 2 ,Tyson Pedro vs. Paul Craig,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:10,Tyson Pedro 
UFC 209: Woodley vs. Thompson 2 ,Albert Morales vs. Andre Soukhamthath,Bantamweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Albert Morales 
UFC Fight Night: Lewis vs. Browne ,Derrick Lewis vs. Travis Browne,Heavyweight Bout,KO/TKO ,2,5 Rnd (5-5-5-5-5),3:12,Derrick Lewis 
UFC Fight Night: Lewis vs. Browne ,Johny Hendricks vs. Hector Lombard,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Johny Hendricks 
UFC Fight Night: Lewis vs. Browne ,Sam Sicilia vs. Gavin Tucker,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Gavin Tucker 
UFC Fight Night: Lewis vs. Browne ,Elias Theodorou vs. Cezar Ferreira,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Elias Theodorou 
UFC Fight Night: Lewis vs. Browne ,Sara McMann vs. Gina Mazany,Women's Bantamweight Bout,Submission ,1,3 Rnd (5-5-5),1:14,Sara McMann 
UFC Fight Night: Lewis vs. Browne ,Paul Felder vs. Alex Ricci,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:44,Paul Felder 
UFC Fight Night: Lewis vs. Browne ,Nordine Taleb vs. Santiago Ponzinibbio,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Santiago Ponzinibbio 
UFC Fight Night: Lewis vs. Browne ,Carla Esparza vs. Randa Markos,Women's Strawweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Randa Markos 
UFC Fight Night: Lewis vs. Browne ,Aiemann Zahabi vs. Reginaldo Vieira,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Aiemann Zahabi 
UFC Fight Night: Lewis vs. Browne ,Jack Marshman vs. Thiago Santos,Middleweight Bout,KO/TKO ,2,3 Rnd (5-5-5),2:21,Thiago Santos 
UFC Fight Night: Lewis vs. Browne ,Gerald Meerschaert vs. Ryan Janes,Middleweight Bout,Submission ,1,3 Rnd (5-5-5),1:34,Gerald Meerschaert 
UFC 208: Holm vs. De Randamie ,Holly Holm vs. Germaine de Randamie,UFC Women's Featherweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Germaine de Randamie 
UFC 208: Holm vs. De Randamie ,Anderson Silva vs. Derek Brunson,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Anderson Silva 
UFC 208: Holm vs. De Randamie ,Jacare Souza vs. Tim Boetsch,Middleweight Bout,Submission ,1,3 Rnd (5-5-5),3:41,Jacare Souza 
UFC 208: Holm vs. De Randamie ,Glover Teixeira vs. Jared Cannonier,Light Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Glover Teixeira 
UFC 208: Holm vs. De Randamie ,Dustin Poirier vs. Jim Miller,Lightweight Bout,Decision - Majority ,3,3 Rnd (5-5-5),5:00,Dustin Poirier 
UFC 208: Holm vs. De Randamie ,Randy Brown vs. Belal Muhammad,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Belal Muhammad 
UFC 208: Holm vs. De Randamie ,Wilson Reis vs. Yuta Sasaki,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Wilson Reis 
UFC 208: Holm vs. De Randamie ,Nik Lentz vs. Islam Makhachev,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Islam Makhachev 
UFC 208: Holm vs. De Randamie ,Ricky Glenn vs. Phillipe Nover,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Ricky Glenn 
